date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:45:58	48067/48067	---M--	200	added ('OK')	image/jpeg	etag:%22bbc3-5c7137e807301%22	https://shreethemes.in/doctris/layouts/assets/images/bg/bg-profile.jpg	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/images/bg/bg-profile.jpg	(from https://shreethemes.in/doctris/layouts/admin/patient-profile.html)
22:45:58	973866/973866	---MCZ	200	added ('OK')	application/javascript	etag:%22edc2a-5e8c94112b9c6-gzip%22	https://shreethemes.in/doctris/layouts/assets/js/ckeditor.js	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/js/ckeditor.js	(from https://shreethemes.in/doctris/layouts/admin/email.html)
22:45:59	25839/25839	---M-Z	200	added ('OK')	text/css	etag:%2264ef-5e8c941154a08-gzip%22	https://shreethemes.in/doctris/layouts/assets/libs/fullcalendar/main.min.css	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/libs/fullcalendar/main.min.css	(from https://shreethemes.in/doctris/layouts/admin/calendar.html)
22:45:59	269560/269560	---MCZ	200	added ('OK')	application/javascript	etag:%2241cf8-5e8c9411559a9-gzip%22	https://shreethemes.in/doctris/layouts/assets/libs/fullcalendar/main.min.js	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/libs/fullcalendar/main.min.js	(from https://shreethemes.in/doctris/layouts/admin/calendar.html)
22:45:59	24501/24501	---M-Z	200	added ('OK')	application/javascript	etag:%225fb5-5e8c941154a08-gzip%22	https://shreethemes.in/doctris/layouts/assets/libs/fullcalendar/locales-all.min.js	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/libs/fullcalendar/locales-all.min.js	(from https://shreethemes.in/doctris/layouts/admin/calendar.html)
22:45:59	2942/2942	---M-Z	200	added ('OK')	application/javascript	etag:%22b7e-5e8c94112b9c6-gzip%22	https://shreethemes.in/doctris/layouts/assets/js/fullcalendar.init.js	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/js/fullcalendar.init.js	(from https://shreethemes.in/doctris/layouts/admin/calendar.html)
22:45:59	10322/10322	---M--	200	added ('OK')	image/jpeg	etag:%222852-5c7137e80f004%22	https://shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/thermometer.jpg	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/thermometer.jpg	(from https://shreethemes.in/doctris/layouts/admin/shop.html)
22:46:00	12322/12322	---M--	200	added ('OK')	image/jpeg	etag:%223022-5c7137e80f004%22	https://shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/stethoscope.jpg	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/stethoscope.jpg	(from https://shreethemes.in/doctris/layouts/admin/shop.html)
22:46:00	17430/17430	---M--	200	added ('OK')	image/jpeg	etag:%224416-5c7137e80f004%22	https://shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/pulse-oximeter.jpg	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/pulse-oximeter.jpg	(from https://shreethemes.in/doctris/layouts/admin/shop.html)
22:46:00	27425/27425	---M--	200	added ('OK')	image/jpeg	etag:%226b21-5c7137e80e064%22	https://shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/medicine.jpg	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/medicine.jpg	(from https://shreethemes.in/doctris/layouts/admin/shop.html)
22:46:00	18375/18375	---M--	200	added ('OK')	image/jpeg	etag:%2247c7-5c7137e80f004%22	https://shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/smoking-habit.jpg	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/smoking-habit.jpg	(from https://shreethemes.in/doctris/layouts/admin/shop.html)
22:46:01	14742/14742	---M--	200	added ('OK')	image/jpeg	etag:%223996-5c7137e80f004%22	https://shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/sanitizer.jpg	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/sanitizer.jpg	(from https://shreethemes.in/doctris/layouts/admin/shop.html)
